customer_id,usergender,dob
104846,Male,12/14/1988
104871,Not verify,11/23/1995
104885,Male,4/3/1992
104908,Male,1/20/1993
104923,Male,3/20/1988
104943,Female,11/11/1994
104951,Female,2/17/2000
104957,Female,6/24/1996
105008,Male,3/8/1988
105026,Male,10/29/1996
105029,Female,12/2/1991
105039,Female,5/11/1987
105042,Male,10/28/1999
105069,Male,9/19/1996
105093,Male,7/15/1991
105101,Male,3/13/1994
105109,Male,10/2/1995
105120,Male,4/24/1990
105170,Female,9/14/1994
105184,Male,12/13/1994
105204,Female,6/22/1992
105205,Female,10/8/1985
105236,Male,5/6/1993
105254,Male,7/22/1989
105255,Male,9/30/1989
105261,Male,6/8/1990
105278,Male,10/13/1993
105287,Male,10/31/1991
105292,Male,2/13/1992
105303,Female,1/3/1990
105308,Male,3/22/1990
105309,Male,3/21/1995
105313,Male,9/7/1990
105316,Male,3/13/1993
105347,Male,9/13/1997
105352,Male,11/11/1988
105376,Male,4/18/1995
105383,Male,10/20/1974
105386,Male,10/17/1997
105397,Male,11/15/1993
105415,Female,1/1/1988
105426,Male,3/2/1999
105434,Male,12/27/1987
105454,Female,9/17/1993
105467,Male,7/18/1991
105486,Female,1/3/1994
105488,Male,8/15/1992
105511,Female,11/18/1988
105575,Female,2/19/1992
105584,Male,11/8/1999
105594,Male,3/24/1998
105610,Male,10/29/1992
105613,Female,11/24/2001
105631,Not verify,1/1/1970
105635,Male,12/2/1996
105642,Male,1/1/1970
105655,Not verify,1/1/1970
105662,Male,9/14/1996
105675,Female,8/18/1996
105678,Male,4/30/1994
105679,Male,12/11/1987
105693,Male,9/20/1988
105711,Male,6/21/1995
105722,Male,4/24/2004
105724,Male,9/30/1994
105733,Male,9/10/1993
105735,Male,2/9/1984
105736,Not verify,1/1/1970
105800,Male,5/23/1988
105838,Male,8/28/1988
105865,Male,3/13/1996
105903,Male,9/6/1998
105908,Female,11/16/2000
105925,Male,7/22/2003
105974,Male,4/24/1995
105986,Male,11/23/1999
106000,Female,7/8/1991
106024,Male,8/26/1988
106025,Male,1/1/1991
106038,Male,7/12/1985
106041,Female,7/5/1997
106062,Male,10/22/1994
106073,Male,7/20/1987
106080,Not verify,1/1/1970
106088,Male,12/7/1994
106098,Male,11/16/1995
106111,Female,9/29/1994
106144,Male,8/4/1991
106151,Not verify,8/23/1993
106152,Male,9/15/1989
106160,Male,12/17/1991
106165,Male,11/10/1988
106181,Male,4/26/1995
106195,Male,11/19/1995
106208,Male,8/2/1999
106222,Female,6/7/1990
106223,Male,8/21/1981
106233,Male,12/24/1983
106239,Female,4/6/1996
106241,Male,6/26/1996
106252,Male,3/29/1995
106262,Male,7/11/1998
106265,Female,8/6/1990
106273,Female,10/20/1989
106274,Female,11/15/1996
106291,Male,10/4/1972
106318,Male,11/29/1994
106326,Male,12/13/1993
106359,Male,3/21/1997
106363,Male,4/30/1996
106372,Male,4/7/1997
106377,Male,8/22/1984
106385,Male,2/23/1993
106386,Male,3/29/1988
106423,Male,12/10/1991
106485,Male,1/1/1980
106499,Female,8/2/1992
106598,Male,1/1/1983
106649,Male,11/3/1989
106656,Male,11/18/1994
106679,Male,1/20/1996
106708,Male,8/22/1994
106721,Not verify,1/1/1970
106729,Male,7/18/1984
106783,Male,5/3/1994
106802,Female,6/14/1995
106805,Male,6/20/1997
106810,Male,9/19/1997
106828,Male,9/22/1992
106859,Female,8/21/1995
106868,Female,11/20/1990
106931,Male,10/5/1995
106938,Male,2/14/1998
106945,Male,7/21/1992
106946,Male,1/1/1980
106948,Female,10/27/1992
106956,Male,6/8/1988
106957,Male,11/13/1989
107013,Male,4/24/1994
107032,Male,11/24/1996
107033,Male,8/16/1990
107052,Male,3/2/1994
107056,Male,5/20/1999
107064,Female,11/1/1997
107065,Female,5/24/1994
107104,Female,2/26/1987
107129,Female,5/9/1997
107139,Male,3/29/1993
107193,Male,2/25/1997
107210,Male,11/6/1988
107226,Female,1/27/1988
107227,Male,12/14/1999
107229,Male,6/12/1996
107245,Female,9/24/1987
107269,Male,3/6/1998
107280,Female,3/23/1987
107284,Female,3/26/1984
107285,Male,7/27/1998
107290,Female,9/22/1994
107291,Male,5/26/1989
107308,Male,6/4/1988
107318,Male,10/10/1993
107329,Female,2/26/1994
107354,Male,2/28/1996
107366,Male,6/9/1990
107367,Male,2/1/1996
107377,Male,2/13/1995
107378,Male,1/29/1990
107380,Male,9/11/1997
107409,Male,11/28/1989
107423,Male,10/13/1989
107433,Male,5/6/1997
107457,Male,6/13/1990
107505,Male,6/9/1990
107566,Male,4/5/1994
107601,Male,4/15/1999
107608,Male,2/27/1994
107628,Female,9/26/1999
107634,Male,10/27/1983
107638,Male,10/29/1999
107654,Not verify,1/1/1970
107665,Male,4/14/1993
107724,Female,12/12/1999
107726,Female,1/15/1987
107738,Male,10/18/1995
107743,Male,8/30/1995
107762,Male,4/13/1983
107765,Female,2/29/1992
107769,Female,11/25/1996
107770,Male,8/10/1997
107792,Male,8/23/1998
107840,Male,10/1/1990
107841,Male,2/6/1987
107842,Male,1/17/1990
107846,Male,6/20/1995
107874,Not verify,1/1/1970
107885,Male,3/10/1990
107888,Female,9/13/1997
107910,Male,6/2/1993
107915,Male,11/18/1991
107950,Female,4/6/1994
107970,Male,4/14/1995
107992,Female,1/10/1993
107999,Male,10/16/1984
108029,Female,2/1/1974
108045,Male,12/15/1990
108049,Male,12/30/1990
108065,Female,5/5/1995
108066,Male,8/18/1992
108077,Male,12/29/1988
108084,Male,2/12/1988
108105,Male,11/27/1997
108113,Female,9/2/1996
108145,Male,6/26/1995
108164,Male,1/17/1984
108168,Female,6/7/1988
108180,Female,8/11/1993
108199,Female,5/30/1989
108203,Male,10/28/1995
108210,Male,12/22/1983
108211,Male,6/2/1987
108233,Male,7/17/1992
108264,Male,8/16/1987
108293,Male,2/24/2006
108310,Male,7/13/1997
108328,Male,10/10/1995
108337,Male,9/11/1996
108349,Male,11/20/1992
108371,Male,10/5/1995
108467,Female,4/23/1997
108482,Not verify,1/1/1970
108515,Male,4/9/1996
108598,Male,10/19/1994
108623,Female,1/1/1970
108627,Male,1/27/1992
108631,Female,9/29/1987
108637,Female,12/28/1994
108672,Male,2/2/1983
108687,Female,6/20/1997
108691,Male,10/22/1992
108700,Male,4/17/1982
108736,Male,3/14/1999
108740,Female,8/24/1994
108766,Female,9/23/1996
108803,Not verify,10/10/1996
108830,Male,9/30/2000
108836,Male,2/28/1993
108853,Male,12/24/1999
108858,Female,6/14/1994
108861,Female,8/8/1985
108874,Male,3/5/1989
108884,Male,1/30/1991
108945,Male,3/11/1997
108975,Male,9/30/1992
108984,Male,4/20/1995
108995,Female,7/15/1995
108996,Female,11/26/1999
109011,Female,12/11/1997
109013,Female,1/11/1994
109045,Male,7/3/1992
109102,Male,9/12/1994
109148,Male,7/28/1990
109150,Female,10/1/1994
109154,Female,1/13/1996
109194,Male,6/8/1993
109208,Male,12/3/1995
109223,Female,6/19/1996
109270,Female,11/3/1990
109287,Female,3/24/1992
109302,Male,12/21/1993
109327,Male,5/17/1995
109328,Male,9/28/1985
109337,Female,4/3/1991
109376,Male,9/9/1992
109386,Female,7/27/1989
109387,Female,7/24/1990
109400,Female,1/10/1995
109416,Female,2/15/1980
109459,Female,12/18/1994
109475,Male,7/25/1993
109499,Female,4/22/1983
109503,Female,11/13/1993
109513,Male,1/16/1994
109544,Female,11/19/1993
109571,Female,3/22/1994
109574,Female,3/22/1988
109580,Male,1/1/2005
109581,Male,8/8/1988
109625,Male,12/31/1991
109701,Female,5/16/1989
109704,Not verify,1/1/1970
109720,Female,7/27/1984
109732,Female,2/10/1984
109750,Male,12/11/1993
109757,Male,7/29/1995
109791,Male,1/26/1993
109848,Female,1/22/1994
109857,Male,1/16/1997
109866,Male,6/1/1993
109869,Male,3/20/1996
109870,Not verify,1/1/1970
109883,Female,11/18/1996
109884,Female,11/27/1990
109886,Not verify,8/25/1996
109894,Male,10/25/1994
109908,Male,10/27/1993
109942,Male,1/28/1991
109963,Female,12/1/1990
109966,Male,9/30/1990
109969,Female,6/8/1993
109976,Male,10/13/1985
109978,Male,5/17/1993
110006,Female,8/15/1994
110014,Male,1/10/1996
110021,Female,11/21/2005
110055,Female,1/1/2000
110060,Male,11/13/1989
110061,Not verify,1/1/1970
110067,Male,1/12/1998
110083,Female,1/1/1994
110104,Male,6/28/1998
110107,Male,2/1/1992
110121,Female,11/17/1992
110158,Female,5/30/1995
110165,Male,2/28/1994
110174,Male,10/24/1990
110190,Male,12/1/1980
110203,Male,5/4/1993
110214,Female,4/16/1990
110218,Female,6/13/1989
110244,Female,8/26/1987
110285,Male,8/18/1989
110287,Male,6/10/1996
110307,Female,10/23/1919
110329,Male,10/13/1988
110332,Female,4/24/1985
110340,Male,4/10/1987
110366,Male,5/27/1991
110371,Female,10/18/1994
110378,Female,9/16/1996
110379,Male,6/24/1993
110399,Male,12/8/1991
110412,Female,10/24/1992
110425,Male,12/8/1994
110430,Male,5/7/1988
110435,Female,12/6/1991
110439,Female,9/5/1990
110443,Male,4/18/1994
110449,Male,10/2/1997
110463,Female,11/17/1992
110478,Male,7/27/1991
110502,Female,8/17/1993
110505,Female,1/8/1999
110507,Male,11/4/1990
110521,Male,10/6/1991
110564,Male,2/1/1992
110601,Male,8/8/1997
110609,Male,5/21/1997
110612,Male,12/8/1999
110614,Male,4/9/1994
110639,Female,3/2/1998
110646,Female,9/2/1935
110647,Male,11/19/1992
110704,Male,10/5/1994
110719,Male,10/30/1979
110735,Female,11/23/2000
110765,Female,5/25/1998
110766,Male,8/18/1985
110791,Male,1/6/1997
110802,Male,8/10/1990
110804,Male,1/1/2012
110806,Male,9/19/1976
110818,Male,5/11/1997
110827,Male,2/19/1986
110843,Male,8/22/1998
110844,Female,1/1/1980
110875,Male,5/21/1994
110895,Male,12/23/1996
110907,Male,10/26/1992
110921,Male,3/14/1992
110937,Male,4/6/1992
110939,Male,8/24/1987
110948,Female,1/27/1994
110950,Male,4/22/1990
110957,Female,9/11/1992
110966,Male,11/13/1995
110977,Male,11/22/1992
110982,Female,6/8/1994
110989,Male,8/24/1989
111010,Male,6/9/1989
111017,Male,4/6/1997
111027,Male,3/2/1985
111039,Male,7/16/1996
111049,Male,1/29/1984
111053,Male,5/22/1996
111098,Female,10/1/1979
111106,Female,12/25/1992
111164,Male,7/19/1995
111166,Male,12/9/1977
111206,Male,2/6/1991
111232,Male,2/29/2000
111248,Male,1/28/1997
111258,Male,6/25/1984
111308,Male,7/10/1994
111322,Male,9/10/1985
111348,Female,1/4/1993
111349,Male,1/26/1995
111353,Male,2/25/1991
111360,Male,3/22/1997
111414,Male,5/24/1991
111416,Male,11/16/1991
111423,Female,7/22/1992
111444,Male,11/20/1988
111455,Female,10/30/1993
111464,Male,2/29/1992
111470,Female,3/8/1991
111476,Male,10/24/1994
111493,Male,9/17/1990
111510,Male,10/5/2003
111513,Not verify,5/29/1997
111546,Male,3/29/1995
111563,Female,7/5/1990
111577,Female,1/1/1935
111586,Female,11/28/1995
111609,Not verify,1/1/1970
111626,Female,12/8/1994
111647,Male,9/14/1990
111652,Male,11/10/1995
111654,Female,1/6/1989
111661,Male,10/28/1991
111669,Female,4/22/1996
111673,Male,10/13/1990
111681,Not verify,1/1/1970
111688,Female,2/3/1995
111705,Male,5/18/1992
111756,Male,4/14/1990
111786,Male,9/17/1996
111787,Male,1/1/1991
111829,Male,10/3/1999
111850,Female,8/4/1996
111864,Female,1/3/2001
111869,Male,9/21/2002
111892,Male,9/2/1985
111893,Male,2/11/1983
111908,Female,11/5/1986
111923,Female,2/13/1991
111935,Male,4/25/1991
111962,Male,11/5/1993
111997,Male,9/7/1996
112000,Male,8/10/1986
112001,Not verify,1/1/1970
112026,Female,10/12/1996
112040,Male,2/27/1997
112130,Male,10/5/1982
112160,Female,12/16/1995
112161,Male,6/20/1998
112164,Female,11/29/1993
112188,Female,10/10/1985
112189,Male,6/12/1992
112204,Male,4/22/1995
112227,Male,8/18/1985
112237,Male,4/21/1990
112243,Male,6/5/1998
112252,Male,1/31/1983
112253,Male,9/25/1993
112262,Male,4/25/1996
112265,Male,3/18/1997
112285,Male,10/7/1995
112291,Female,2/19/1995
112308,Male,1/5/1989
112331,Female,2/11/1999
112341,Male,10/10/1995
112352,Male,3/30/1985
112367,Male,7/27/1999
112370,Female,3/2/1989
112374,Male,6/5/1990
112381,Male,4/19/1990
112396,Male,1/3/1991
112402,Male,5/8/1991
112411,Male,1/1/1980
112419,Male,12/7/1998
112459,Male,10/22/1996
112467,Male,9/12/1997
112480,Female,9/25/1993
112491,Male,12/14/1998
112495,Male,11/20/1988
112518,Female,9/27/1996
112531,Male,10/3/1993
112552,Female,11/4/1988
112637,Female,7/4/1995
112640,Male,7/30/1995
112642,Female,12/6/1994
112673,Not verify,1/1/1970
112684,Male,4/12/1997
112686,Female,10/15/1995
112689,Female,9/24/1983
112701,Male,12/7/1988
112703,Male,2/20/1993
112707,Female,7/16/2000
112709,Male,7/27/1993
112728,Male,11/14/1993
112732,Male,7/13/1999
112735,Male,12/1/1993
112800,Male,6/26/1987
112801,Male,7/6/1994
112810,Female,5/20/1996
112829,Male,4/26/1999
112837,Male,1/25/1982
112842,Not verify,1/1/1970
112867,Male,8/20/1985
112874,Male,5/18/1994
112893,Male,4/20/1992
112900,Not verify,1/1/1970
112917,Male,12/10/1994
112926,Male,2/16/1992
112986,Female,6/28/1998
113019,Male,10/24/1996
113028,Female,8/9/1997
113042,Female,12/26/1995
113044,Male,11/20/1990
113055,Female,6/28/1992
113065,Female,9/30/1996
113067,Female,3/27/1991
113084,Female,9/21/1988
113090,Male,1/1/1980
113091,Female,11/20/1995
113106,Male,5/1/1997
113109,Female,7/28/1993
113123,Male,12/25/1990
113126,Male,9/6/1969
113127,Male,2/5/1984
113159,Male,12/10/1992
113211,Male,10/4/1993
113220,Female,12/11/1995
113240,Female,10/27/1981
113250,Female,5/27/1996
113304,Male,9/23/1990
113321,Female,9/21/1990
113339,Male,1/1/1970
113345,Female,1/12/1991
113354,Female,9/10/1998
113358,Male,6/9/1992
113362,Male,12/13/1995
113380,Male,4/14/1997
113390,Male,12/26/1997
113395,Male,11/3/1994
113414,Male,10/6/1999
113424,Female,7/29/1994
113425,Male,12/15/1984
113432,Male,12/17/1998
113434,Male,7/7/1989
113478,Male,4/20/1981
113486,Male,6/25/1996
113509,Male,10/5/1998
113511,Female,10/28/1995
113526,Not verify,1/1/1970
113566,Female,10/27/1983
113568,Not verify,1/1/1970
113570,Male,1/1/1996
113577,Male,6/4/1992
113588,Male,9/20/1976
113595,Male,6/25/1997
113614,Male,1/1/1985
113616,Male,1/28/1994
113627,Not verify,1/1/1970
113634,Male,2/18/1994
113686,Male,12/18/1999
113690,Male,8/6/1992
113700,Male,7/25/1993
113709,Male,8/29/1985
113749,Male,8/30/1993
113785,Male,10/17/1993
113793,Male,1/6/1984
113800,Female,12/21/1995
113826,Not verify,1/1/1970
113839,Female,6/9/1994
113848,Male,11/2/1991
113855,Female,3/15/1990
113868,Not verify,1/1/1970
113871,Female,4/2/1996
113903,Male,10/15/1994
113906,Female,6/21/1995
113910,Female,9/13/1988
113911,Female,2/12/1994
113918,Male,9/9/1994
113919,Female,6/30/1991
113935,Male,10/5/1995
113952,Male,10/31/1995
113968,Male,3/30/1996
113979,Female,9/4/1994
113991,Male,6/19/1992
114005,Male,11/16/1989
114048,Male,8/18/1999
114060,Female,9/14/1992
114061,Male,8/14/1993
114062,Male,8/24/1997
114072,Not verify,1/1/1970
114085,Male,4/15/1994
114100,Male,6/1/1983
114127,Female,9/29/1984
114131,Male,12/6/1998
114139,Male,2/15/1996
114140,Female,10/25/1993
114178,Male,10/28/1983
114183,Not verify,1/1/1970
114206,Not verify,1/1/1970
114229,Female,12/24/1992
114235,Female,9/5/1991
114242,Male,10/9/1994
114255,Female,12/21/1997
114271,Female,12/12/1992
114281,Female,11/18/1994
114289,Male,7/3/1991
114299,Female,7/31/1997
114318,Male,12/8/1994
114328,Male,10/22/1992
114329,Male,2/5/1984
114336,Female,11/26/1997
114344,Female,2/14/2000
114352,Female,11/14/1994
114362,Male,2/3/1993
114367,Male,11/8/1991
114380,Female,10/26/1997
114400,Female,4/6/1994
114407,Female,12/18/1994
114416,Female,1/1/1980
114422,Male,7/19/1988
114432,Male,5/2/1997
114451,Not verify,1/1/1970
114456,Male,3/23/1995
114459,Female,3/26/1999
114480,Male,4/19/2000
114562,Male,11/12/1991
114568,Male,5/29/1999
114569,Female,12/2/1997
114580,Male,8/20/1969
114595,Female,10/10/1978
114611,Not verify,1/1/1970
114636,Male,8/23/1972
114643,Female,12/31/1995
114653,Female,10/30/1996
114693,Male,9/22/1993
114736,Female,1/1/1988
114753,Male,2/6/1991
114778,Male,7/12/1992
114878,Male,12/17/1992
114883,Male,12/28/1982
114895,Male,1/1/1990
114939,Male,12/5/1999
114942,Female,3/8/1994
114947,Female,1/13/1989
114949,Male,9/29/1989
114950,Male,2/27/1994
114964,Female,10/19/1993
114986,Male,1/22/1992
114987,Female,4/16/1996
114990,Female,4/2/1993
115023,Not verify,1/1/1970
115057,Male,10/15/1993
115064,Female,10/4/1994
115071,Male,3/30/1998
115082,Male,9/28/1988
115106,Male,4/5/1981
115111,Female,10/14/1991
115122,Male,11/2/1994
115128,Male,2/23/1981
115149,Male,5/4/1995
115161,Female,3/17/1999
115194,Female,6/12/1987
115221,Male,11/27/1995
115257,Female,9/28/1998
115319,Male,9/26/1993
115333,Male,12/25/1995
115363,Male,12/30/1991
115374,Female,11/22/1990
115380,Female,10/29/1999
115386,Female,11/2/1991
115392,Not verify,1/1/1970
115400,Female,1/27/1996
115414,Male,12/5/1990
115428,Not verify,1/1/1970
115431,Female,9/20/1988
115433,Male,5/16/1988
115444,Female,7/15/1985
115453,Female,2/14/1995
115478,Female,10/17/1993
115490,Male,8/11/1991
115533,Female,6/14/1995
115543,Female,9/11/1993
115558,Male,5/26/1996
115561,Female,6/20/1995
115569,Male,1/1/1935
115595,Female,10/2/1985
115597,Male,8/13/1996
115611,Male,9/23/1991
115613,Female,9/3/1993
115651,Female,4/29/1994
115659,Female,10/2/1994
115681,Male,10/25/1994
115691,Male,1/31/1995
115699,Female,5/22/1993
115737,Male,1/1/1998
115745,Female,1/25/1994
115765,Male,9/9/1989
115768,Female,11/21/1997
115784,Male,8/7/1998
115795,Female,6/21/1988
115804,Male,1/1/1980
115806,Male,2/15/2001
115812,Female,9/17/1992
115821,Female,5/10/1996
115861,Male,8/4/1990
115896,Female,11/26/1994
115903,Female,1/1/1964
115918,Female,11/6/1992
115928,Male,6/25/1990
115936,Male,2/19/1984
115940,Female,6/20/1985
115960,Female,10/3/1992
115961,Male,4/21/1995
115970,Male,2/20/1988
115975,Female,11/26/1994
115977,Female,11/23/1996
115989,Male,1/31/1995
115995,Male,1/1/1970
115999,Male,3/5/1995
116045,Male,1/1/1983
116051,Male,11/9/1990
116124,Female,10/1/1992
116142,Male,9/7/1992
116148,Male,8/26/1995
116175,Male,9/17/1995
116190,Male,3/20/1995
116200,Female,3/15/1986
116205,Male,11/13/1990
116209,Male,3/6/1991
116230,Female,1/1/1998
116238,Female,9/29/1995
116278,Female,11/29/1998
116302,Male,12/3/1999
116317,Female,6/23/2001
116324,Female,12/14/1994
116332,Female,4/10/1999
116336,Female,8/29/1996
116360,Male,9/20/1985
116389,Female,11/29/1987
116390,Female,6/14/1994
116394,Male,6/17/2000
116395,Male,12/28/1997
116400,Male,1/3/1998
116403,Male,12/12/1990
116406,Not verify,4/25/1996
116411,Male,2/25/1995
116478,Male,1/10/1994
116480,Male,1/24/1992
116482,Female,10/25/1997
116543,Female,9/26/1995
116550,Female,5/7/1983
116551,Female,11/15/2002
116592,Female,1/6/1994
116602,Female,3/8/1996
116625,Male,1/1/1935
116627,Female,10/7/1982
116631,Male,10/26/1981
116634,Female,4/5/1999
116642,Male,10/1/1991
116663,Female,4/21/1987
116665,Female,7/12/1994
116672,Male,3/27/1998
116684,Male,1/1/1985
116690,Male,4/21/1992
116703,Not verify,1/1/1970
116725,Male,12/2/1991
116737,Male,3/9/2000
116755,Female,7/6/1999
116764,Male,7/16/1980
116780,Male,4/1/1990
